Marcas,Combustible,Año,Kms,Cv,Provincia,Precio
MERCEDES-BENZ Clase CLA 180,Gasolina,2019,133.000 km,136 cv,Madrid,29.490 €
RENAULT Laguna 1.5dCi Dynamique TomTom,Diésel,2010,170.000 km,110 cv,Madrid,5.800 €
BMW X5 xDrive 40dA,Diésel,2021,23.150 km,340 cv,Madrid,85.995 €
AUDI Q5 2.0TDI S line quattro-ultra S tronic 140kW,Diésel,2018,99.010 km,190 cv,Madrid,38.970 €
BMW X1 sDrive 18dA,Diésel,2019,70.755 km,150 cv,Madrid,30.995 €
SEAT Ateca 1.5 EcoTSI S&S Style,Gasolina,2022,11.000 km,150 cv,Castellón,27.990 €
AUDI A8 4.2TDI CD quattro Tiptronic,Diésel,2015,159.000 km,385 cv,Madrid,30.990 €
VOLKSWAGEN Golf 2.0 TSI GTI DSG6 169kW,Gasolina,2017,65.000 km,230 cv,Barcelona,28.900 €
SEAT Ibiza 1.0 TSI S&S FR 110,Gasolina,2022,13.473 km,110 cv,Barcelona,18.900 €
MERCEDES-BENZ Clase A 180 d AMG Line,Diésel,2021,72.750 km,116 cv,Valencia,32.300 €
FIAT 500 500C 1.2 Lounge,Gasolina,2016,65.000 km,69 cv,Islas Baleares,13.400 €
KIA Sportage 1.6 T-GDi PHEV Drive 4x4,Híbrido Enchufable,2022,15.000 km,265 cv,Barcelona,38.900 €
FIAT 500 1.2 EASYPOWER LOUNGE 69 3P,Gasolina,2019,70.309 km,69 cv,Madrid,12.400 €
MERCEDES-BENZ Clase SLC 200,Gasolina,2019,18.267 km,184 cv,Barcelona,43.900 €
SEAT Ateca 1.5 EcoTSI S&S Style,Gasolina,2022,2.900 km,150 cv,Granada,25.900 €
SEAT Ateca 1.5 EcoTSI S&S Style,Gasolina,2022,11.000 km,150 cv,Castellón,27.990 €
AUDI Q5 2.0TDI S line quattro-ultra S tronic 140kW,Diésel,2018,99.010 km,190 cv,Madrid,38.970 €
AUDI A8 4.2TDI CD quattro Tiptronic,Diésel,2015,159.000 km,385 cv,Madrid,30.990 €
BMW X5 xDrive 40dA,Diésel,2021,23.150 km,340 cv,Madrid,85.995 €
BMW X1 sDrive 18dA,Diésel,2019,70.755 km,150 cv,Madrid,30.995 €
TOYOTA Yaris 1.5 100H Active Tech,Híbrido,2019,32.532 km,100 cv,Madrid,15.990 €
SKODA Superb Laurin & Klement,Diésel,2018,135.285 km,191 cv,Valencia,27.818 €
FIAT 500 500C 1.2 Lounge,Gasolina,2016,65.000 km,69 cv,Islas Baleares,13.400 €
SEAT Ateca 1.5 EcoTSI S&S Style,Gasolina,2022,2.900 km,150 cv,Granada,25.900 €
MERCEDES-BENZ Clase SLC 200,Gasolina,2019,18.267 km,184 cv,Barcelona,43.900 €
SEAT Arona 1.0 TSI Ecomotive S&S Style 95,Gasolina,2019,43.161 km,95 cv,Madrid,15.990 €
KIA Carens 1.6 GDi Drive 135,Gasolina,2017,86.000 km,135 cv,Tarragona,16.990 €
MERCEDES-BENZ Clase E Estate 220d 9G-Tronic,Diésel,2019,140.000 km,194 cv,La Coruña,36.900 €
TOYOTA Corolla Hybrid Active,Híbrido,2020,66.000 km,122 cv,Barcelona,19.900 €
SEAT Arona 1.0 TSI S&S FR 110,Gasolina,2022,29.557 km,110 cv,Sevilla,19.800 €
FORD Puma 1.0 EcoBoost MHEV Titanium 125,Gasolina,2021,38.435 km,125 cv,Tarragona,20.900 €
MERCEDES-BENZ Clase C 220 d AMG Line (EURO 6d),Diésel,2022,22.762 km,200 cv,Madrid,52.400 €
RENAULT Captur 1.6 Híbrido enchufable E-Tech 160cv  Zen,Híbrido,2020,42.500 km,160 cv,Huesca,23.900 €
PEUGEOT Rifter 1.5BlueHDi S&S Standard GT Line 130,Diésel,2019,76.360 km,131 cv,Vizcaya,27.900 €
DACIA Dokker 1.6 Ambiance SS 75kW,Gasolina,2017,148.000 km,100 cv,Madrid,10.900 €
MERCEDES-BENZ Clase A 200 d,Diésel,2022,8.888 km,150 cv,Madrid,35.490 €
TOYOTA Corolla Touring Sports 140H GR Sport,Híbrido,2023,2.500 km,140 cv,Zaragoza,30.950 €
KIA Cee´d 1.4CRDI WGT Business 90,Diésel,2017,49.551 km,90 cv,Madrid,12.950 €
BMW X6 xDrive 40dA,Diésel,2016,45.892 km,313 cv,Madrid,49.950 €
MERCEDES-BENZ Clase GLA 200 D,Diésel,2021,9.340 km,150 cv,Jaén,42.990 €
RENAULT Kadjar 1.3 TCe GPF Zen EDC 103kW,Gasolina,2022,90.000 km,140 cv,Álava,21.900 €
FIAT 500 1.0 Hybrid Dolcevita 52kW,Gasolina,2021,34.500 km,70 cv,Jaén,14.250 €
AUDI A1 Sportback 30 TFSI Advanced,Gasolina,2019,51.900 km,116 cv,Lleida,20.600 €
MERCEDES-BENZ Clase G 55 AMG Largo Aut.,Gasolina,2007,85.100 km,500 cv,Málaga,69.900 €
MERCEDES-BENZ Clase B 200,Gasolina,2022,14.000 km,163 cv,Málaga,39.950 €
MERCEDES-BENZ Clase A 220 d,Diésel,2022,8.888 km,190 cv,Madrid,35.990 €
MERCEDES-BENZ Clase GLC 200 4MATIC,Híbrido,2019,97.024 km,197 cv,Madrid,41.990 €
PEUGEOT 3008 SUV 1.2 S&S PureTech GT EAT8 130,Gasolina,2022,10.445 km,130 cv,Barcelona,34.800 €
MERCEDES-BENZ Clase C 300 e Estate,Híbrido,2023,8.888 km,313 cv,Madrid,65.990 €
OPEL Crossland 1.2 GS,Gasolina,2023,0 km,110 cv,Córdoba,21.490 €
TOYOTA Corolla Sedán 125H Business Plus,Híbrido,2021,45.105 km,122 cv,Cádiz,25.490 €
TOYOTA Corolla Sedán 125H Business Plus,Híbrido,2021,55.847 km,122 cv,Huelva,25.490 €
CITROEN C3 Aircross BlueHDi S&S Feel Pack 110,Diésel,2021,63.112 km,110 cv,Málaga,16.999 €
MERCEDES-BENZ Clase GLC Coupé 220d 4Matic 9G-Tronic,Diésel,2019,48.000 km,194 cv,Badajoz,56.990 €
TOYOTA Corolla 2.0 180H FEEL! E-CVT TOURING SPORT,Híbrido,2019,24.137 km,179 cv,Madrid,26.990 €
JEEP Compass - 1.6 Mjet 96kW 130cv CRD Sport,Diésel,2012,148.100 km,130 cv,Valencia,12.800 €
FORD Focus 2.0Ecoblue ST Line Aut. 150,Diésel,2020,34.997 km,150 cv,Madrid,22.490 €
VOLKSWAGEN ID.4 Pro Performance,Eléctrico,2022,12.500 km,204 cv,Valencia,54.500 €
MINI Mini Cooper D Aut.,Diésel,2009,117.000 km,110 cv,Álava,9.600 €
TOYOTA Avensis TS 150D Advance,Diésel,2018,126.690 km,143 cv,Madrid,15.490 €
JAGUAR F-Pace 3.0TDV6 R-Sport Aut. AWD,Diésel,2016,135.000 km,300 cv,Madrid,30.900 €
MERCEDES-BENZ EQA 250,Eléctrico,2023,3.465 km,190 cv,Madrid,49.990 €
HYUNDAI i20 1.4CRDI Fresh,Diésel,2017,60.211 km,90 cv,Madrid,12.450 €
NISSAN Qashqai dCi 150CV (110kW) 4WD ACENTA,Diésel,2019,92.500 km,149 cv,Madrid,20.490 €
MERCEDES-BENZ EQA 250,Eléctrico,2023,3.465 km,190 cv,Madrid,49.990 €
PEUGEOT 2008 1.2 PureTech S&S Allure Pack EAT8 130,Gasolina,2023,10 km,130 cv,Madrid,26.499 €
BMW Serie 2 Active Tourer 218I AT,Gasolina,2022,14.592 km,136 cv,Islas Baleares,37.900 €
BMW Serie 2 Active Tourer 218I AT,Gasolina,2022,14.592 km,136 cv,Toledo,37.900 €
VOLKSWAGEN T-Cross 1.0 TSI Advance DSG7 81kW,Gasolina,2022,14.400 km,110 cv,Castellón,24.400 €
NISSAN Micra IG-T N-Desing Chrome 92,Gasolina,2021,38.965 km,92 cv,Barcelona,15.500 €
BMW X1 sDrive 18dA,Diésel,2019,112.536 km,150 cv,Cantabria,30.800 €
FERRARI Portofino,Gasolina,2020,11.200 km,600 cv,Málaga,299.999 €
LEXUS NX 300h Sport Edition 2WD,Híbrido,2019,54.300 km,197 cv,Madrid,34.990 €
MERCEDES-BENZ Clase E 220CDI Business Edition Aut.,Diésel,2008,520.000 km,170 cv,Zaragoza,4.170 €
PORSCHE 911 Carrera 4S Coupé PDK,Gasolina,2019,45.072 km,450 cv,Málaga,153.200 €
JEEP Renegade 1.0 G 88KW LIMITED FWD 120 5P,Gasolina,2021,47.804 km,120 cv,Asturias,22.900 €
FIAT 500 1.0 GSE Lounge,Gasolina,2020,51.701 km,70 cv,Málaga,11.690 €
CITROEN SpaceTourer M1 BlueHDI S&S M Feel 150,Diésel,2019,38.380 km,150 cv,Madrid,33.950 €
VOLVO XC60 T5 R-Design AWD Aut. 250,Gasolina,2019,101.786 km,250 cv,Madrid,34.850 €
KIA Ceed 1.4 T-GDI Eco-Dynamics Drive,Gasolina,2019,79.162 km,140 cv,Madrid,16.750 €
MERCEDES-BENZ Clase CLS 450 4Matic Aut.,Gasolina,2021,47.126 km,367 cv,Madrid,79.990 €
HONDA Civic 1.8 i-VTEC Comfort,Gasolina,2007,235.000 km,140 cv,Valencia,5.500 €
MERCEDES-BENZ Clase C 200 Estate,Híbrido,2019,57.280 km,184 cv,Barcelona,35.900 €
AUDI Q5 40 TDI S line quattro-ultra S tronic 140kW,Diésel,2019,54.460 km,190 cv,Madrid,38.500 €
NISSAN Qashqai 1.5dCi Acenta 4x2,Diésel,2017,97.733 km,110 cv,Madrid,16.990 €
OPEL Zafira 1.9CDTi Enjoy,Diésel,2008,140.000 km,100 cv,Madrid,5.990 €
AUDI Q3 40 TFSI S line quattro S tronic,Gasolina,2019,54.000 km,190 cv,Madrid,33.900 €
PEUGEOT 3008 SUV 1.5BlueHDi GT Line S&S EAT8 130,Diésel,2019,29.316 km,130 cv,Barcelona,25.985 €
SEAT Ibiza 1.0 TSI S&S FR 110,Gasolina,2022,10.130 km,110 cv,Málaga,18.500 €
LEXUS IS 2.5 300h Business Navivox,Híbrido,2018,69.635 km,223 cv,Madrid,27.990 €
VOLKSWAGEN T-Roc 1.0 TSI Life 81kW,Gasolina,2023,15 km,109 cv,Madrid,28.500 €
SEAT Ibiza 1.0 TSI S&S FR XS 110,Gasolina,2023,10 km,110 cv,Tarragona,20.800 €
AUDI A3 Sportback 1.6TDI CD S line edition,Diésel,2015,105.416 km,110 cv,Jaén,16.300 €
JAGUAR F-Pace 5.0 V8 SVR Aut. AWD 550,Gasolina,2021,24.000 km,550 cv,Valencia,98.000 €
FORD Focus 1.5TDCi Trend+ 120,Diésel,2018,74.329 km,120 cv,Madrid,15.790 €
MERCEDES-BENZ Clase C Estate 220d 9G-Tronic,Diésel,2020,53.000 km,194 cv,Granada,35.500 €
PEUGEOT 508 SW ALLURE 2.0 HDI 150CV MT6 E6,Diésel,2017,114.000 km,150 cv,Madrid,13.990 €
BMW X5 Xdrive 4.0 I 340 cv,Gasolina,2019,74.000 km,340 cv,Vizcaya,51.990 €
FIAT 500 C DOLCEVITA 1.0 HYBRID 51KW 70 CV,Híbrido,2021,22.000 km,70 cv,Álava,17.300 €
BMW X2 sDrive 16d,Diésel,2019,78.078 km,116 cv,Madrid,25.495 €
MINI Mini Cooper SE,Eléctrico,2021,19.502 km,184 cv,Madrid,27.995 €
FORD EcoSport 1.0 EcoBoost Trend 100,Gasolina,2018,47.167 km,100 cv,Barcelona,16.900 €
CITROEN C3 Aircross BlueHDi S&S Feel 100,Diésel,2019,48.091 km,100 cv,Almería,16.800 €
TOYOTA Yaris 1.5 100H Active Tech,Híbrido,2019,21.581 km,100 cv,Madrid,16.490 €
VOLKSWAGEN T-Cross 1.0 TSI Sport DSG7 85kW,Gasolina,2019,34.000 km,115 cv,Valencia,22.900 €
MINI Mini One,Gasolina,2019,55.900 km,102 cv,Murcia,16.400 €
TOYOTA Corolla 125H Active Tech,Híbrido,2022,18.962 km,122 cv,Cádiz,23.490 €
TOYOTA C-HR 125H Advance,Híbrido,2022,16.456 km,122 cv,Zaragoza,27.900 €
BMW X3 M40iA,Gasolina,2019,17.000 km,354 cv,Pontevedra,54.990 €
NISSAN Qashqai DIG-T 103kW (140CV) mHEV 4x2 Acenta,Híbrido,2021,12.636 km,140 cv,Barcelona,25.900 €
BMW Serie 3 318dA,Diésel,2021,69.850 km,150 cv,Toledo,33.900 €
MAZDA CX-5 2.0 Zenith 2WD 121kW,Gasolina,2019,87.812 km,165 cv,Guipúzcoa,26.500 €
VOLKSWAGEN Taigo 1.0 TSI Life DSG 81kW,Gasolina,2022,37.708 km,110 cv,Barcelona,25.300 €
BMW Serie 4 420d Coupé M-Sport Edition,Diésel,2014,129.000 km,184 cv,Navarra,19.999 €
MERCEDES-BENZ Clase A 180CDI Aut.,Diésel,2022,15.955 km,109 cv,Madrid,32.490 €
NISSAN Qashqai DIG-T 103kW (140CV) mHEV 4x2 Acenta,Híbrido,2021,12.636 km,140 cv,Barcelona,25.900 €
BMW X3 M40iA,Gasolina,2019,17.000 km,354 cv,Pontevedra,54.990 €
BMW Serie 3 318dA,Diésel,2021,69.850 km,150 cv,Toledo,33.900 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2023,200 km,130 cv,Burgos,28.800 €
DACIA Duster 1.3 TCe Journey Go 4x2 96kW,Gasolina,2023,100 km,130 cv,Huesca,22.000 €
FIAT Tipo SW 1.3 Multijet II Mirror,Diésel,2020,49.800 km,95 cv,Jaén,15.650 €
MERCEDES-BENZ Clase C C-CLASS 220 D CABRIO.,Diésel,2021,31.997 km,194 cv,Murcia,48.900 €
MERCEDES-BENZ Clase GLA 200 7G-DCT,Gasolina,2020,80.459 km,163 cv,Sevilla,29.500 €
NISSAN Micra 1.2 Naru Edition,Gasolina,2017,69.457 km,80 cv,Madrid,9.750 €
BMW Serie 2 225xe Active Tourer,Híbrido Enchufable,2022,15.348 km,220 cv,Madrid,33.500 €
MERCEDES-BENZ EQB 250,Eléctrico,2023,1 km,190 cv,Valencia,57.341 €
SEAT Arona 1.0 TSI Ecomotive S&S Style 110,Gasolina,2021,46.817 km,110 cv,Málaga,17.900 €
DACIA Duster 1.3 TCe Journey Go 4x2 96kW,Gasolina,2023,100 km,130 cv,Huesca,22.000 €
SEAT Arona 1.0 TSI Ecomotive S&S Style 110,Gasolina,2021,46.817 km,110 cv,Málaga,17.900 €
AUDI A3 Sportback 30TDI Advanced,Diésel,2021,34.000 km,116 cv,Badajoz,29.000 €
MERCEDES-BENZ EQB 250,Eléctrico,2023,1 km,190 cv,Valencia,57.341 €
RENAULT Clio LIMITED DCI,Diésel,2019,141.318 km,75 cv,Córdoba,11.900 €
SKODA Karoq 1.6TDI AdBlue Ambition DSG,Diésel,2019,79.237 km,115 cv,Madrid,21.890 €
VOLVO V60 D3 Momentum Aut. 150,Diésel,2017,97.831 km,150 cv,Guadalajara,21.900 €
BMW X2 sDrive 18dA Business,Diésel,2022,35.061 km,150 cv,Pontevedra,39.900 €
CUPRA Formentor 1.5 TSI 150 DSG,Gasolina,2022,12.692 km,150 cv,Tarragona,34.500 €
VOLKSWAGEN Golf 1.6TDI Advance 85kW,Diésel,2017,99.950 km,115 cv,Pontevedra,16.900 €
SEAT León ST 1.5 TSI S&S FR 150,Gasolina,2022,22.000 km,150 cv,Zaragoza,23.900 €
CITROEN C3 1.5BlueHDi S&S Shine 100,Diésel,2022,26.405 km,100 cv,Madrid,16.900 €
PEUGEOT 408 PureTech 130 GT EAT8,Gasolina,2023,6.025 km,130 cv,Granada,35.990 €
TOYOTA C-HR 125H Advance,Híbrido,2020,55.701 km,122 cv,Madrid,24.450 €
VOLVO V40 D2 Momentum 120,Diésel,2019,122.730 km,120 cv,Albacete,19.500 €
KIA Sportage 1.6 GDI Concept,Gasolina,2013,126.206 km,135 cv,Madrid,12.390 €
OPEL Corsa 1.3CDTi Enjoy,Diésel,2006,235.000 km,75 cv,Madrid,4.500 €
VOLVO XC40 BEV 70KWH RECHARGE CORE 5P,Eléctrico,2022,9.950 km,231 cv,Murcia,41.900 €
PEUGEOT 3008 1.2 PureTech S&S Allure 130,Gasolina,2023,100 km,130 cv,Burgos,28.000 €
KIA Sportage 1.6 CRDi Business DCT 4x2 136,Diésel,2019,93.390 km,136 cv,Barcelona,18.990 €
NISSAN X-Trail 5pl 1.5 e-POWER 152kW 4x2 A/T Tekna,Híbrido,2023,1 km,204 cv,Barcelona,42.500 €
NISSAN Qashqai 1.3 DIG-T mHEV 12V N-Connecta 4x2 103kW,Gasolina,2022,13.000 km,140 cv,Pontevedra,31.900 €
VOLKSWAGEN T-Roc 2.0TDI R-Line DSG7,Diésel,2022,5.600 km,150 cv,Castellón,35.200 €
OPEL Grandland X 1.6CDTi S&S Excellence 120,Diésel,2017,53.871 km,120 cv,Madrid,17.995 €
OPEL Grandland X 1.2 Turbo Selective,Gasolina,2019,51.636 km,130 cv,Cádiz,17.500 €
ASTON MARTIN Rapide,Gasolina,2010,139.500 km,476 cv,Madrid,64.500 €
MERCEDES-BENZ Clase GLB 200 d,Diésel,2023,5.540 km,150 cv,Madrid,49.990 €
PORSCHE Macan Aut.,Gasolina,2017,44.430 km,252 cv,Madrid,56.990 €
LEXUS UX 250h Business 2WD,Híbrido,2020,39.160 km,184 cv,Zaragoza,31.300 €
OPEL Corsa 1.2T XHL S/S GS-Line 100,Gasolina,2022,15.195 km,100 cv,Burgos,15.900 €
SEAT Arona 1.0 TGI S&S FR 90,Gasolina,2019,52.000 km,90 cv,Barcelona,14.900 €
AUDI A3 Sportback 35TDI Genuine,Diésel,2022,18 km,150 cv,Huesca,35.800 €
NISSAN Qashqai 1.3 DIG-T mHEV 12V N-Connecta 4x2 103kW,Gasolina,2022,13.000 km,140 cv,Pontevedra,31.900 €
OPEL Grandland X 1.6CDTi S&S Excellence 120,Diésel,2017,53.871 km,120 cv,Madrid,17.995 €
VOLKSWAGEN T-Roc 2.0TDI R-Line DSG7,Diésel,2022,5.600 km,150 cv,Castellón,35.200 €
FIAT Punto 1.3Mjt 70kW,Diésel,2018,153.674 km,95 cv,Lugo,9.700 €
SEAT León 1.5 TGI GNC S&S FR DSG7 130,Gas,2019,53.900 km,130 cv,Madrid,16.900 €
AUDI A1 Sportback 30 TFSI Adrenalin,Gasolina,2022,24.464 km,110 cv,La Coruña,24.490 €
AUDI A3 Sportback 30TDI Advanced,Diésel,2021,16.000 km,116 cv,Badajoz,32.000 €
VOLKSWAGEN Scirocco 1.4 TSI BMT Typhoon by R-Line,Gasolina,2018,61.500 km,125 cv,Valencia,20.500 €
SEAT Arona 1.0 TGI S&S FR 90,Gasolina,2019,52.000 km,90 cv,Barcelona,14.900 €
FORD Fiesta 1.5TDCi Trend 85,Diésel,2017,45.800 km,85 cv,Málaga,12.500 €
JEEP Wrangler 2.8CRD Sahara Aut.,Diésel,2011,62.404 km,177 cv,Alicante,36.500 €
AUDI A1 Sportback 1.0 TFSI Adrenalin,Gasolina,2018,50.974 km,95 cv,Huesca,16.800 €
HYUNDAI i30 FB 1.4 TGDI Style DT 140,Gasolina,2018,26.157 km,140 cv,Madrid,21.450 €
FORD Puma 1.0 EcoBoost MHEV Titanium 125,Gasolina,2020,57.168 km,125 cv,Murcia,22.400 €
PEUGEOT Rifter 1.5 BLUEHDI 102 CV ACCESS STANDARD,Diésel,2019,168.000 km,102 cv,La Coruña,11.487 €
MERCEDES-BENZ Clase GLC 220d 4Matic Aut.,Diésel,2019,79.900 km,170 cv,Pontevedra,39.900 €
SUBARU XV 2.0TD Executive,Diésel,2013,174.848 km,147 cv,Madrid,10.980 €
SSANGYONG Rexton 270XVT Premium Aut.,Diésel,2013,110.066 km,186 cv,Madrid,13.890 €
PEUGEOT Rifter 1.5 BLUEHDI 102 CV ACCESS STANDARD,Diésel,2019,168.000 km,102 cv,La Coruña,11.487 €
LAND-ROVER Range Rover Evoque 2.0D MHEV R-Dynamic SE AWD Aut. 180,Diésel,2020,43.000 km,180 cv,Alicante,42.990 €
TOYOTA Corolla 1.8 125H ACTIVE TECH E-CVT 122CV,Híbrido,2020,109.564 km,122 cv,Madrid,17.390 €
BMW X1 sDrive 18dA,Diésel,2017,145.500 km,150 cv,Cantabria,26.500 €
TOYOTA FJ Cruiser 4.0 V6 4WD,Gasolina,2007,64.000 km,Sevilla,46.400 €,
TOYOTA Yaris 100H 1.5 Active Tech,Híbrido,2019,53.879 km,100 cv,Sevilla,17.990 €
MERCEDES-BENZ Clase CLA 200 CDI AMG Line,Diésel,2014,86.306 km,136 cv,Madrid,19.350 €
AUDI Q5 Advanced 35 TDI 120kW S tronic,Híbrido,2022,1.270 km,163 cv,Cádiz,47.500 €
RENAULT Talisman dCi Blue Limited 88kW,Diésel,2019,68.034 km,120 cv,Sevilla,20.490 €
RENAULT Mégane 1.3 TCe GPF Limited + EDC 103kW,Gasolina,2019,39.100 km,140 cv,Toledo,16.900 €
BMW Serie 2 216d Gran Tourer,Diésel,2018,125.000 km,116 cv,Córdoba,18.480 €
MERCEDES-BENZ Clase A 200,Gasolina,2018,89.728 km,163 cv,Cádiz,27.600 €
BMW X4 xDrive 20iA,Gasolina,2019,100.000 km,184 cv,Madrid,35.490 €
AUDI A3 Sportback 30TDI Advanced,Diésel,2023,5.000 km,116 cv,Madrid,36.500 €
BMW Serie 2 216d Gran Tourer,Diésel,2018,125.000 km,116 cv,Córdoba,18.480 €
MERCEDES-BENZ Clase A 200,Gasolina,2018,89.728 km,163 cv,Cádiz,27.600 €
LAND-ROVER Range Rover 2.0 i4 PHEV Autobiography 4WD Aut.,Híbrido Enchufable,2018,85.800 km,404 cv,Ciudad Real,79.900 €
FIAT Tipo Sedán 1.4 T-Jet Gasolina/GLP Pop,Gas,2018,141.550 km,120 cv,Madrid,8.499 €
AUDI Q5 SQ5 TDI quattro tiptronic 251KW,Diésel,2021,18.000 km,341 cv,Madrid,74.990 €
TOYOTA RAV-4 2.5 hybrid 2WD Advance,Híbrido,2019,66.500 km,218 cv,Madrid,30.890 €
OPEL Grandland X 1.2 Turbo  Auto Ultimate,Gasolina,2021,31.359 km,130 cv,Zaragoza,24.900 €
FORD Mondeo 1.8TDCi Titanium eco,Diésel,2009,199.000 km,125 cv,Vizcaya,5.590 €
SUBARU XV 1.6 Advance,Gasolina,2012,218.000 km,114 cv,Madrid,11.990 €
KIA Sportage 1.6 GDi Basic 4x2,Gasolina,2016,56.358 km,132 cv,Granada,14.990 €
TOYOTA C-HR 125H Advance,Híbrido,2022,61.500 km,122 cv,Valencia,29.970 €
KIA Stonic 1.2 DPi Concept,Gasolina,2021,51.594 km,84 cv,Barcelona,15.900 €
DACIA Sandero Stepway ECO-G Expresion 74kW,Gas,2023,14 km,100 cv,Madrid,16.000 €
TOYOTA Auris Touring Sports hybrid 140H Active,Híbrido,2018,158.732 km,136 cv,Madrid,15.990 €
MERCEDES-BENZ Clase B 180d 7G-DCT,Diésel,2021,26.683 km,109 cv,Madrid,35.900 €
BENTLEY Continental V8 GT,Gasolina,2021,19.542 km,507 cv,Málaga,277.900 €
AUDI A1 Sportback 30 TFSI Adrenalin,Gasolina,2021,9.772 km,110 cv,Toledo,26.800 €
AUDI Q2 1.6TDI Sport edition S tronic 85kW,Diésel,2017,112.000 km,116 cv,Pontevedra,22.500 €
KIA Carens 1.6 GDi Drive 135,Gasolina,2018,68.242 km,135 cv,Madrid,17.000 €
TOYOTA RAV-4 Todoterreno  Manual de 5 Puertas,Diésel,2018,88.283 km,177 cv,Madrid,35.990 €
TOYOTA C-HR 125H Advance,Híbrido,2022,29.876 km,122 cv,Cádiz,25.490 €
AUDI R8 5.2 FSI V10 RWS S Tronic,Gasolina,2018,39.000 km,540 cv,Barcelona,123.990 €
MASERATI Levante 350 Vulcano Aut.,Gasolina,2019,24.000 km,350 cv,Vizcaya,85.000 €
JAGUAR XF 5.0 V8 S/C XFR Aut.,Gasolina,2011,75.000 km,510 cv,Girona,30.990 €
BMW Serie 2 218dA Gran Coupé,Diésel,2020,16.343 km,150 cv,Asturias,36.900 €
VOLKSWAGEN T-Roc Todoterreno  Manual de 5 Puertas,Gasolina,2021,75.035 km,110 cv,Valencia,21.995 €
OPEL Insignia GS 1.5 TURBO 103KW XFL SELECTIVE,Gasolina,2019,92.000 km,140 cv,La Rioja,17.900 €
TOYOTA Corolla Touring Sports 125H Active Tech,Híbrido,2019,56.942 km,122 cv,Cádiz,22.990 €
VOLVO S70 2.5 Exclusive/Optima Aut.,Gasolina,1998,300.000 km,144 cv,Córdoba,1.700 €
JAGUAR F-Pace 2.0D 132KW R-SPORT 4WD AUTO 180 5P,Diésel,2018,69.000 km,180 cv,Asturias,29.990 €
HYUNDAI Tucson 1.6CRDI 48V SLE 4x2,Diésel,2019,61.650 km,116 cv,Madrid,21.850 €
MERCEDES-BENZ Clase B 200d 8G-DCT,Diésel,2019,151.000 km,150 cv,Madrid,23.990 €
TOYOTA Corolla Touring Sports 125H Active Tech,Híbrido,2019,56.942 km,122 cv,Cádiz,22.990 €
BMW Serie 2 218dA Gran Coupé,Diésel,2020,16.343 km,150 cv,Asturias,36.900 €
JAGUAR XF 5.0 V8 S/C XFR Aut.,Gasolina,2011,75.000 km,510 cv,Girona,30.990 €
VOLVO S70 2.5 Exclusive/Optima Aut.,Gasolina,1998,300.000 km,144 cv,Córdoba,1.700 €
MINI Countryman Cooper SD ALL4 Aut.,Diésel,2023,9.741 km,190 cv,Madrid,44.900 €
AUDI A4 Avant 35 TDI Advanced S tronic 110kW,Diésel,2019,76.829 km,150 cv,León,27.300 €
MERCEDES-BENZ Clase A 200 d Sedán,Diésel,2022,18.684 km,150 cv,Valencia,37.900 €
VOLKSWAGEN T-Roc 2.0TDI Life 85kW,Diésel,2022,13.900 km,115 cv,Badajoz,29.500 €
MERCEDES-BENZ Clase E 300,Híbrido,2020,81.620 km,320 cv,Madrid,45.990 €
AUDI Q2 2.0 35 TDI S TRONIC ADRENALIN 150 5P,Diésel,2023,600 km,150 cv,Tarragona,39.900 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D N-STYLE,Gasolina,2021,81.703 km,140 cv,Madrid,19.900 €
BMW Serie 1 128tiA,Gasolina,2022,6.200 km,265 cv,Barcelona,46.900 €
LAND-ROVER Range Rover Sport 2.0 Si4 PHEV 297kW (404CV) HSE,Híbrido,2019,52.000 km,403 cv,Las Palmas,65.990 €
CITROEN C4 Picasso 1.6THP S&S Feel Edition 165 Aut.,Gasolina,2016,95.000 km,165 cv,Barcelona,16.900 €
VOLVO V40 D3 R-Design Momentum 150,Diésel,2017,122.066 km,150 cv,Madrid,17.490 €
JEEP Compass 1.6 Mjt Limited FWD,Diésel,2022,256 km,130 cv,Alicante,38.900 €
LEXUS RX 450h Business,Híbrido,2018,119.000 km,313 cv,Madrid,33.900 €
JEEP Compass 1.6 Mjt Limited FWD,Diésel,2022,256 km,130 cv,Alicante,38.900 €
SKODA Fabia 1.0 TSI Ambition Plus 70kW,Gasolina,2021,67.800 km,95 cv,Castellón,15.900 €
PEUGEOT Rifter 1.5 BLUEHDI 102 CV ACCESS STANDARD,Diésel,2019,158.000 km,102 cv,La Coruña,11.983 €
VOLKSWAGEN Golf 2.0TDI Advance DSG7 110kW,Diésel,2020,59.112 km,150 cv,Madrid,21.690 €
SEAT León 1.5 TSI S&S FR 150,Gasolina,2021,63.828 km,150 cv,Málaga,21.500 €
MERCEDES-BENZ Clase C Coupé 300 9G-Tronic,Gasolina,2018,107.000 km,258 cv,Sevilla,37.999 €
NISSAN Qashqai DIG-T 103 kW (140 CV) E6D N-STYLE,Gasolina,2021,81.703 km,140 cv,Madrid,19.900 €
MINI Mini Cooper Aut.,Gasolina,2020,37.700 km,136 cv,Jaén,22.900 €
